_r ( arcsec ),_RAJ2000 ( "h:m:s" ),_DEJ2000 ( "d:m:s" ),RAJ2000 ( deg ),DEJ2000 ( deg ),2MASS,Jmag ( mag ),e_Jmag ( mag ),Hmag ( mag ),e_Hmag ( mag ),Kmag ( mag ),e_Kmag ( mag ),Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
179.568,17 53 57.44640,-34 50 17.0664,268.48936,-34.838074,17535744-3450170,14.435,,14.231,0.057,13.414,,UDU,020,010,0c0,0,0
179.638,17 54 05.47896,-34 47 57.4836,268.522829,-34.799301,17540547-3447574,13.919,0.101,13.195,0.109,12.999,0.08,ABA,222,111,ccc,0,0
179.77,17 54 03.06624,-34 45 54.9180,268.512776,-34.765255,17540306-3445549,14.088,0.029,13.285,0.042,13.138,0.026,AAA,222,111,ccc,0,0
179.811,17 53 44.77992,-34 44 53.3400,268.436583,-34.74815,17534477-3444533,14.184,0.032,13.383,0.045,13.18,0.036,AAA,222,111,ccc,0,0
179.813,17 53 38.77464,-34 49 14.2932,268.411561,-34.820637,17533877-3449142,14.725,0.064,14.05,0.066,13.939,0.071,BCC,222,111,ccc,0,0
180.037,17 53 36.84624,-34 46 51.1536,268.403526,-34.780876,17533684-3446511,14.446,0.035,13.761,0.047,13.552,0.042,BBB,222,111,p00,0,0
180.286,17 54 02.23992,-34 49 31.5012,268.509333,-34.825417,17540223-3449315,13.776,0.036,12.961,0.029,12.687,0.032,AAA,222,111,000,0,0
180.423,17 53 45.40824,-34 50 22.7652,268.439201,-34.839657,17534540-3450227,12.772,0.03,11.788,0.035,11.483,0.023,AAA,222,111,ccc,0,0
180.518,17 53 42.72528,-34 45 07.0308,268.428022,-34.751953,17534272-3445070,14.855,,14.215,,14.238,0.077,UUD,002,001,000,0,0
180.556,17 54 02.46096,-34 45 43.4772,268.510254,-34.762077,17540246-3445434,13.982,0.054,13.253,0.07,13.009,0.05,AAA,222,111,000,0,0
180.627,17 54 05.10168,-34 48 25.5672,268.521257,-34.807102,17540510-3448255,12.698,,13.424,0.124,11.424,,UBU,020,020,0c0,0,0
180.633,17 53 43.41192,-34 50 10.5828,268.430883,-34.836273,17534341-3450105,13.68,0.058,13.277,0.151,13.085,0.038,ABA,222,111,000,0,0
181.31,17 54 05.07096,-34 48 29.2500,268.521129,-34.808125,17540507-3448292,12.543,0.05,11.7,0.067,11.401,0.048,EAA,222,121,ccc,0,0
181.476,17 53 53.94600,-34 44 38.1912,268.474775,-34.743942,17535394-3444381,14.511,0.077,11.624,,11.324,,BUU,200,100,c00,0,0
181.577,17 54 01.21848,-34 45 25.1604,268.505077,-34.756989,17540121-3445251,14.658,0.051,13.927,0.056,13.789,0.055,BCC,222,111,000,0,0
181.637,17 53 51.19008,-34 50 37.6224,268.463292,-34.843784,17535119-3450376,13.619,0.083,12.897,0.113,12.646,0.083,ABA,222,222,ccc,0,0
181.695,17 53 39.75120,-34 49 33.5604,268.41563,-34.825989,17533975-3449335,14.089,0.061,13.292,0.065,13.06,0.055,AAA,222,222,ccc,0,0
181.716,17 53 41.90664,-34 45 12.9348,268.424611,-34.753593,17534190-3445129,13.091,,12.832,0.122,12.005,,UBU,626,020,0c0,0,0
181.724,17 53 37.60584,-34 48 52.2108,268.406691,-34.814503,17533760-3448522,12.76,0.029,12.229,0.022,12.072,0.019,AAA,222,111,000,0,0
181.908,17 53 48.99624,-34 44 35.7756,268.454151,-34.743271,17534899-3444357,13.475,0.044,12.73,0.049,12.533,0.036,AAA,222,111,000,0,0
182.181,17 53 53.63832,-34 50 35.2608,268.473493,-34.843128,17535363-3450352,14.416,0.083,13.763,0.114,13.169,,BBU,226,220,cc0,0,0
182.249,17 54 05.78304,-34 47 28.7016,268.524096,-34.791306,17540578-3447287,14.055,0.176,13.102,0.058,12.974,0.048,CAA,222,111,cpp,0,0
182.347,17 53 38.34672,-34 49 10.6788,268.409778,-34.819633,17533834-3449106,12.991,0.03,12.065,0.033,11.765,0.03,AAA,222,111,c00,0,0
182.427,17 54 04.31640,-34 46 16.2192,268.517985,-34.771172,17540431-3446162,14.585,0.059,13.812,0.06,13.675,0.051,BBB,222,111,000,0,0
182.504,17 53 50.73768,-34 50 38.4756,268.461407,-34.844021,17535073-3450384,13.8,0.039,12.962,0.129,12.741,0.099,AEA,222,112,ppp,0,0
182.995,17 53 36.30504,-34 48 02.8944,268.401271,-34.800804,17533630-3448028,14.228,0.041,13.606,0.048,13.457,0.045,ABB,222,111,000,0,0
183.002,17 53 44.97384,-34 44 48.7392,268.437391,-34.746872,17534497-3444487,11.751,0.028,10.778,0.031,10.425,0.024,AAA,222,111,000,0,0
183.149,17 54 05.62488,-34 48 09.0468,268.523437,-34.802513,17540562-3448090,15.382,,14.442,,14.153,0.07,UUD,002,001,000,0,0
183.218,17 53 56.00664,-34 50 28.5324,268.483361,-34.841259,17535600-3450285,14.102,0.05,13.426,0.068,13.186,0.048,AAA,222,222,ccc,0,0
183.266,17 53 41.65680,-34 45 13.4028,268.42357,-34.753723,17534165-3445134,13.417,,13.461,0.071,12.382,,UBU,626,020,0c0,0,0
183.349,17 53 57.74688,-34 50 19.4424,268.490612,-34.838734,17535774-3450194,14.527,0.045,13.792,0.057,13.463,0.055,BBB,222,111,ccc,0,0
183.493,17 53 39.99792,-34 45 32.3280,268.416658,-34.75898,17533999-3445323,13.122,0.044,12.224,0.042,12.066,0.036,AAA,222,111,000,0,0
183.612,17 53 59.21232,-34 45 02.7864,268.496718,-34.750774,17535921-3445027,14.578,0.044,13.823,0.041,13.639,0.047,BBB,222,111,000,0,0
183.651,17 53 59.10696,-34 50 10.1436,268.496279,-34.836151,17535910-3450101,14.666,0.037,13.832,0.112,13.528,0.042,BBB,222,111,ccc,0,0
183.668,17 54 00.64056,-34 49 56.1360,268.502669,-34.83226,17540064-3449561,13.969,0.072,13.21,0.095,12.964,0.055,AAA,222,111,c00,0,0
183.798,17 53 45.81024,-34 44 43.6848,268.440876,-34.745468,17534581-3444436,13.955,0.036,13.241,0.035,13.075,0.034,AAA,222,111,ccc,0,0
183.866,17 53 37.43640,-34 46 19.2936,268.405985,-34.772026,17533743-3446192,13.032,0.03,12.214,0.031,12.031,0.024,AAA,222,111,000,0,0
183.92,17 53 48.48840,-34 44 34.7028,268.452035,-34.742973,17534848-3444347,14.665,0.094,13.987,0.11,13.776,0.097,BCB,222,111,c00,0,0
184.007,17 53 53.23392,-34 50 37.9392,268.471808,-34.843872,17535323-3450379,14.778,0.142,13.55,,13.376,,BUU,200,100,c00,0,0
184.191,17 54 05.79096,-34 48 03.0744,268.524129,-34.800854,17540579-3448030,14.488,0.08,13.812,0.109,13.697,0.075,BBB,222,111,cpc,0,0
184.267,17 53 52.53912,-34 44 32.7120,268.468913,-34.74242,17535253-3444327,14.486,0.069,13.773,0.07,13.58,0.071,BBB,222,111,cp0,0,0
184.388,17 53 39.06600,-34 49 27.3396,268.412775,-34.824261,17533906-3449273,13.814,0.061,12.955,0.077,12.711,0.055,EEE,222,111,ss0,0,0
184.616,17 53 37.98048,-34 46 04.5984,268.408252,-34.767944,17533798-3446045,13.51,0.075,12.448,,12.231,,AUU,266,200,c00,0,0
184.698,17 53 56.68752,-34 44 45.1140,268.486198,-34.745865,17535668-3444451,12.564,0.033,11.648,0.038,11.377,0.033,AAA,222,111,000,0,0
184.772,17 53 42.98232,-34 50 12.1776,268.429093,-34.836716,17534298-3450121,13.409,0.064,12.473,0.038,12.295,0.044,AAA,222,111,000,0,0
184.796,17 53 56.32584,-34 50 28.7664,268.484691,-34.841324,17535632-3450287,12.264,0.036,11.471,0.038,11.268,0.033,AAA,222,222,ccc,0,0
184.967,17 53 49.60224,-34 50 40.1640,268.456676,-34.84449,17534960-3450401,14.378,0.077,13.631,0.1,13.424,0.064,ABB,222,111,000,0,0
185.106,17 53 57.76128,-34 44 50.7012,268.490672,-34.747417,17535776-3444507,13.12,0.051,12.26,0.063,12.033,0.049,AAA,222,111,000,0,0
185.121,17 54 06.02784,-34 47 37.3380,268.525116,-34.793705,17540602-3447373,14.273,0.049,13.493,0.058,13.361,0.054,ABA,222,111,ccc,0,0
185.145,17 54 03.04776,-34 49 26.7348,268.512699,-34.824093,17540304-3449267,12.951,0.037,12.474,0.052,12.348,0.033,AAA,222,111,ss0,0,0
185.316,17 53 53.57976,-34 50 38.5728,268.473249,-34.844048,17535357-3450385,14.667,0.064,13.828,0.191,12.53,,BCU,226,220,cc0,0,0
185.318,17 53 53.76408,-34 44 33.8388,268.474017,-34.742733,17535376-3444338,10.97,0.023,9.987,0.022,9.808,0.023,AAA,222,111,000,0,0
185.64,17 53 35.93016,-34 47 34.5516,268.399709,-34.792931,17533593-3447345,14.151,0.056,13.414,0.057,13.259,0.048,AAA,222,111,0dc,0,0
185.719,17 53 41.78112,-34 50 02.9760,268.424088,-34.83416,17534178-3450029,10.904,0.024,9.862,0.027,9.469,0.021,AAA,222,111,000,0,0
185.759,17 53 36.37104,-34 48 21.1464,268.401546,-34.805874,17533637-3448211,14.004,0.077,13.336,0.093,13.067,0.066,AAA,222,111,000,0,0
185.917,17 53 36.22104,-34 46 58.3356,268.400921,-34.782871,17533622-3446583,11.569,,12.375,0.075,12.095,0.052,UAA,622,021,0cc,0,0
185.951,17 54 05.99760,-34 47 57.2100,268.52499,-34.799225,17540599-3447572,10.294,0.024,10.173,0.031,10.111,0.027,AAA,222,111,000,0,0
186.001,17 54 06.07632,-34 47 46.3884,268.525318,-34.796219,17540607-3447463,14.024,0.073,13.387,0.078,13.243,0.056,AAA,222,111,c00,0,0
186.014,17 53 40.36560,-34 45 23.9652,268.41819,-34.756657,17534036-3445239,14.582,0.064,13.831,0.086,13.619,0.063,BBB,222,111,000,0,0
186.078,17 53 51.52896,-34 50 41.9640,268.464704,-34.84499,17535152-3450419,14.75,0.039,13.927,0.053,13.709,0.058,BCB,222,111,ccc,0,0
186.108,17 54 05.45760,-34 48 30.0852,268.52274,-34.808357,17540545-3448300,10.523,0.024,9.475,0.025,9.103,0.023,AAA,222,111,000,0,0
186.217,17 53 47.99256,-34 44 33.5076,268.449969,-34.742641,17534799-3444335,15.028,0.07,14.375,,14.123,0.077,CUC,202,101,000,0,0
186.625,17 54 00.50784,-34 45 10.7244,268.502116,-34.752979,17540050-3445107,13.983,0.04,13.37,0.036,13.298,0.042,AAA,222,111,ss0,0,0
186.677,17 53 40.76112,-34 49 53.6520,268.419838,-34.83157,17534076-3449536,12.147,0.032,11.292,0.035,11.083,0.027,AAA,222,111,s00,0,0
186.731,17 54 00.09840,-34 50 05.3772,268.50041,-34.834827,17540009-3450053,12.562,0.046,11.617,0.051,11.417,0.044,EAA,222,111,000,0,0
186.792,17 54 03.59880,-34 49 19.9920,268.514995,-34.82222,17540359-3449199,11.141,0.022,10.141,0.022,9.872,0.024,AAA,222,111,000,0,0
186.976,17 54 05.72160,-34 48 21.6000,268.52384,-34.806,17540572-3448216,14.333,0.066,13.558,0.08,13.37,0.073,ABA,222,111,ccc,0,0
187.235,17 53 46.66200,-34 44 36.5568,268.444425,-34.743488,17534666-3444365,14.144,0.032,13.529,0.041,13.49,0.042,ABE,222,111,00c,0,0
187.456,17 53 43.64640,-34 44 51.8964,268.43186,-34.747749,17534364-3444518,12.861,0.022,11.921,0.022,11.708,0.019,AAA,222,111,000,0,0
187.602,17 54 03.47472,-34 45 48.4236,268.514478,-34.763451,17540347-3445484,14.284,0.145,13.521,0.243,12.503,,BDU,220,110,cc0,0,0
187.676,17 53 44.17776,-34 44 48.2028,268.434074,-34.746723,17534417-3444482,13.653,0.037,12.775,0.041,12.506,0.033,AAA,222,111,000,0,0
187.679,17 53 38.90208,-34 45 41.9544,268.412092,-34.761654,17533890-3445419,14.044,0.049,13.229,0.055,13.075,0.045,AAA,222,111,000,0,0
187.829,17 53 50.64288,-34 44 28.2228,268.461012,-34.741173,17535064-3444282,14.589,0.054,13.831,0.051,13.634,0.058,BBB,222,111,000,0,0
187.973,17 53 46.31976,-34 50 34.9188,268.442999,-34.843033,17534631-3450349,13.38,0.041,12.507,0.036,12.246,0.026,AAA,222,111,cc0,0,0
188.25,17 53 36.52896,-34 48 36.5688,268.402204,-34.810158,17533652-3448365,14.139,0.08,13.323,0.136,13.148,0.072,ABA,222,222,ccc,0,0
188.276,17 54 05.27808,-34 46 28.8660,268.521992,-34.774685,17540527-3446288,13.717,0.068,12.994,0.091,12.845,0.073,AAA,222,111,000,0,0
188.347,17 53 58.12776,-34 44 49.3836,268.492199,-34.747051,17535812-3444493,14.529,0.035,13.758,0.051,13.641,0.044,BBB,222,111,ccc,0,0
188.358,17 53 47.26320,-34 44 33.3564,268.44693,-34.742599,17534726-3444333,14.499,0.058,13.826,0.045,13.549,0.051,BBB,222,111,000,0,0
188.459,17 53 37.75248,-34 46 01.7724,268.407302,-34.767159,17533775-3446017,14.209,0.167,11.768,,11.518,,CUU,266,200,c00,0,0
188.494,17 53 59.47008,-34 50 13.0020,268.497792,-34.836945,17535947-3450130,13.922,0.029,13.077,0.022,12.834,0.03,AAA,222,111,c0c,0,0
188.582,17 54 02.80632,-34 49 36.0876,268.511693,-34.826691,17540280-3449360,14.946,0.069,13.68,,13.572,,CUU,200,100,c00,0,0
188.629,17 54 06.25080,-34 47 19.0716,268.526045,-34.788631,17540625-3447190,14.949,0.04,14.507,,14.498,,CUU,200,100,000,0,0
189.04,17 53 41.36688,-34 50 03.1812,268.422362,-34.834217,17534136-3450031,13.248,0.059,12.504,0.096,12.225,0.066,EEA,222,111,ccc,0,0
189.082,17 53 49.07400,-34 44 28.4136,268.454475,-34.741226,17534907-3444284,13.938,0.033,13.218,0.035,13.075,0.043,AAA,222,111,000,0,0
189.103,17 53 56.57712,-34 44 39.8256,268.485738,-34.744396,17535657-3444398,14.608,0.297,13.84,0.413,13.609,0.058,DDB,222,111,ccc,0,0
189.201,17 53 42.61992,-34 44 57.4584,268.427583,-34.749294,17534261-3444574,14.114,0.022,13.496,0.022,13.379,0.034,ABA,222,111,000,0,0
189.287,17 53 37.48128,-34 49 06.0384,268.406172,-34.818344,17533748-3449060,9.334,0.024,9.112,0.023,9.08,0.021,AAA,222,111,000,0,0
189.498,17 54 05.62536,-34 46 37.2972,268.523439,-34.777027,17540562-3446372,11.129,0.059,10.21,0.072,9.996,0.049,AAA,222,111,000,0,0
189.858,17 53 42.03096,-34 45 01.6200,268.425129,-34.75045,17534203-3445016,14.897,0.054,14.326,,14.133,0.065,CUC,202,101,00c,0,0
189.95,17 54 03.75000,-34 45 49.2048,268.515625,-34.763668,17540375-3445492,11.461,,10.376,,12.933,0.174,UUC,002,001,00c,0,0
190.014,17 53 35.90040,-34 46 57.2088,268.399585,-34.782558,17533590-3446572,10.811,,10.084,0.038,9.879,0.032,UAA,622,021,0c0,0,0
190.035,17 53 39.42288,-34 49 41.6352,268.414262,-34.828232,17533942-3449416,14.97,0.06,14.325,0.058,13.976,0.05,CDC,222,111,000,0,0
190.054,17 54 01.05504,-34 50 00.1752,268.504396,-34.833382,17540105-3450001,14.222,0.023,13.426,0.022,13.266,0.027,AAA,222,111,c00,0,0
190.102,17 53 56.91720,-34 50 31.5816,268.487155,-34.842106,17535691-3450315,13.89,0.04,13.217,0.047,13.022,0.044,AAA,222,111,000,0,0
190.264,17 53 43.46136,-34 50 22.0776,268.431089,-34.839466,17534346-3450220,14.393,0.083,13.965,0.074,13.863,0.08,ACC,222,111,000,0,0
190.457,17 54 04.28688,-34 49 13.4400,268.517862,-34.8204,17540428-3449134,14.7,0.061,13.974,0.083,13.922,0.066,BCC,222,111,cpc,0,0
190.527,17 53 40.10016,-34 49 51.2076,268.417084,-34.830891,17534010-3449512,12.885,0.037,12.22,0.048,12.067,0.038,AAA,222,111,s00,0,0
190.728,17 53 45.68376,-34 44 36.8736,268.440349,-34.743576,17534568-3444368,13.192,0.059,12.45,0.083,12.33,0.066,AAA,222,111,ccc,0,0
190.732,17 53 38.06976,-34 49 20.9676,268.408624,-34.822491,17533806-3449209,13.953,0.04,13.357,0.044,13.19,0.048,AAA,222,111,ss0,0,0
190.936,17 54 03.19104,-34 49 33.9564,268.513296,-34.826099,17540319-3449339,13.917,0.045,13.215,0.057,13.125,0.044,AAA,222,111,000,0,0
190.986,17 53 36.60576,-34 48 47.0196,268.402524,-34.813061,17533660-3448470,13.164,0.022,12.246,0.022,11.982,0.019,AAA,222,111,000,0,0
191.231,17 53 55.82664,-34 50 37.7592,268.482611,-34.843822,17535582-3450377,13.489,0.044,12.779,0.047,12.54,0.037,AAA,222,111,000,0,0
191.242,17 53 35.67864,-34 47 05.1756,268.398661,-34.784771,17533567-3447051,12.046,0.035,10.998,0.041,10.696,0.029,AEA,222,111,000,0,0
191.282,17 54 03.60432,-34 45 44.3160,268.515018,-34.76231,17540360-3445443,14.227,0.159,13.779,0.266,12.681,,CDU,220,110,cc0,0,0
191.385,17 53 36.25440,-34 48 36.3492,268.40106,-34.810097,17533625-3448363,14.134,0.116,13.325,0.098,13.136,0.109,BAB,222,222,ccc,0,0
191.566,17 54 00.46416,-34 50 08.0304,268.501934,-34.835564,17540046-3450080,14.118,0.086,13.349,0.111,13.075,0.071,EEA,222,111,ccc,0,0
191.67,17 54 03.16488,-34 45 36.5292,268.513187,-34.760147,17540316-3445365,14.007,0.026,13.33,0.022,13.175,0.03,AAA,222,111,s00,0,0
191.679,17 54 04.57032,-34 46 02.2512,268.519043,-34.767292,17540457-3446022,14.459,0.047,13.777,0.051,13.501,0.041,BBB,222,111,00c,0,0
191.69,17 53 40.82928,-34 50 01.1076,268.420122,-34.833641,17534082-3450011,13.992,0.067,13.245,0.078,13.017,0.057,AAA,222,111,c00,0,0
191.804,17 54 06.16776,-34 46 52.7052,268.525699,-34.781307,17540616-3446527,13.86,0.041,13.172,0.038,13.039,0.048,AAA,222,111,000,0,0
191.871,17 53 45.64800,-34 50 36.1968,268.4402,-34.843388,17534564-3450361,14.031,0.044,13.324,0.045,13.132,0.037,AAA,222,111,ccc,0,0
191.88,17 53 35.73888,-34 48 14.5008,268.398912,-34.804028,17533573-3448145,13.668,0.029,12.905,0.022,12.661,0.026,AAA,222,111,000,0,0
191.881,17 53 47.96088,-34 44 27.8088,268.449837,-34.741058,17534796-3444278,15.115,0.046,14.29,0.044,14.152,0.083,CDD,222,111,000,0,0
191.945,17 53 36.67272,-34 46 20.5860,268.402803,-34.772385,17533667-3446205,12.157,0.023,11.172,0.022,10.859,0.023,AAA,222,111,000,0,0
191.96,17 53 53.53296,-34 50 45.4092,268.473054,-34.845947,17535353-3450454,10.65,0.026,9.61,0.027,9.225,0.021,AAA,222,111,000,0,0
192.043,17 53 44.42472,-34 50 30.1380,268.435103,-34.841705,17534442-3450301,14.499,0.222,14.046,0.25,13.805,0.168,DDC,222,111,ccc,0,0
192.083,17 53 36.36072,-34 48 42.2136,268.401503,-34.811726,17533636-3448422,14.298,0.044,13.513,0.035,13.303,0.149,ABB,222,111,ccc,0,0
192.305,17 53 51.30888,-34 50 48.2676,268.463787,-34.846741,17535130-3450482,14.647,0.095,13.878,0.109,13.704,0.077,BCB,222,111,ccc,0,0
192.352,17 53 59.27304,-34 50 19.1544,268.496971,-34.838654,17535927-3450191,14.986,0.06,14.535,,14.63,,CUU,200,100,c00,0,0
192.366,17 54 06.50184,-34 47 59.3124,268.527091,-34.799809,17540650-3447593,14.25,0.075,13.87,0.102,12.77,,ACU,220,110,cc0,0,0
192.568,17 54 05.37744,-34 46 20.4456,268.522406,-34.772346,17540537-3446204,14.03,0.058,13.375,0.072,13.313,0.06,AAA,222,111,000,0,0
192.573,17 53 37.09992,-34 46 07.9212,268.404583,-34.768867,17533709-3446079,14.08,0.067,13.242,0.087,12.949,0.066,AAA,222,111,ccc,0,0
192.624,17 54 04.80288,-34 49 06.5748,268.520012,-34.818493,17540480-3449065,14.908,0.066,14.115,0.068,14.003,0.054,CCC,222,111,000,0,0
192.715,17 53 45.34656,-34 50 35.7000,268.438944,-34.84325,17534534-3450357,12.821,0.1,11.981,0.094,11.796,0.063,AAE,222,111,ccc,0,0
192.771,17 53 41.16744,-34 45 06.0552,268.421531,-34.751682,17534116-3445060,14.669,0.045,13.848,0.027,13.672,0.048,BCB,222,111,ss0,0,0
192.832,17 54 06.23064,-34 48 20.6100,268.525961,-34.805725,17540623-3448206,12.163,0.026,11.176,0.023,10.971,0.023,AAA,222,111,000,0,0
192.851,17 54 06.01752,-34 46 41.5560,268.525073,-34.77821,17540601-3446415,11.46,0.026,10.634,0.027,10.433,0.026,AAA,222,111,000,0,0
193.061,17 53 47.52432,-34 50 44.2572,268.448018,-34.845627,17534752-3450442,11.557,,12.846,0.138,12.615,0.156,UBC,022,011,0cc,0,0
193.067,17 53 35.35560,-34 47 24.3456,268.397315,-34.790096,17533535-3447243,14.877,0.052,14.028,0.041,13.956,0.072,CCC,222,111,ccc,0,0
193.07,17 53 59.24280,-34 44 51.8028,268.496845,-34.747723,17535924-3444518,14.544,0.06,13.916,0.057,13.64,0.055,BCB,222,111,000,0,0
193.214,17 53 43.76568,-34 44 44.5776,268.432357,-34.745716,17534376-3444445,13.787,0.065,13.009,0.086,12.819,0.061,EEE,222,111,000,0,0
193.329,17 54 05.05296,-34 46 09.9696,268.521054,-34.769436,17540505-3446099,14.244,0.032,13.528,0.022,13.394,0.044,ABB,222,111,000,0,0
193.361,17 53 36.02616,-34 46 38.0388,268.400109,-34.777233,17533602-3446380,12.846,0.041,11.925,0.048,11.63,0.039,AAA,222,111,000,0,0
193.41,17 54 02.22960,-34 49 51.2076,268.50929,-34.830891,17540222-3449512,12.487,0.024,11.627,0.022,11.432,0.023,AAA,222,111,s00,0,0
193.463,17 53 38.50056,-34 49 33.1752,268.410419,-34.825882,17533850-3449331,13.163,0.032,12.312,0.035,12.045,0.03,AAA,222,111,0p0,0,0
193.675,17 53 49.45272,-34 44 23.2656,268.456053,-34.739796,17534945-3444232,13.729,0.046,12.922,0.053,12.647,0.042,AAA,222,111,000,0,0
193.818,17 54 04.10952,-34 45 48.8628,268.517123,-34.763573,17540410-3445488,10.366,0.039,9.288,0.036,8.943,0.03,AEA,222,211,c00,0,0
193.961,17 53 56.39520,-34 50 38.2272,268.48498,-34.843952,17535639-3450382,13.965,0.026,13.502,0.022,13.372,0.029,ABA,222,111,000,0,0
194.186,17 54 05.26536,-34 48 58.6908,268.521939,-34.816303,17540526-3448586,13.769,0.051,13.059,0.055,12.852,0.043,AAA,222,111,cc0,0,0
194.725,17 53 36.22296,-34 46 26.8896,268.400929,-34.774136,17533622-3446268,13.737,0.04,12.995,0.045,12.718,0.037,AAA,222,111,000,0,0
194.787,17 53 53.69328,-34 44 24.0612,268.473722,-34.740017,17535369-3444240,13.157,0.058,12.386,0.083,12.096,0.051,EEE,222,111,cc0,0,0
194.87,17 53 44.36448,-34 44 39.1128,268.434852,-34.744198,17534436-3444391,11.79,0.024,10.681,0.022,10.373,0.023,AAA,222,111,000,0,0
194.928,17 53 48.96552,-34 50 49.3116,268.454023,-34.847031,17534896-3450493,13.485,0.082,12.572,0.099,12.261,0.07,AEA,222,111,0d0,0,0
194.962,17 54 06.74688,-34 47 55.6728,268.528112,-34.798798,17540674-3447556,13.737,0.07,12.974,0.08,12.767,0.055,AAA,222,111,ccc,0,0
194.99,17 53 37.25856,-34 45 59.2560,268.405244,-34.76646,17533725-3445592,9.664,0.024,8.611,0.031,8.307,0.023,AAA,211,111,000,0,0
195.072,17 54 06.79512,-34 47 50.0820,268.528313,-34.797245,17540679-3447500,12.463,0.04,11.576,0.049,11.291,0.038,AAA,222,111,000,0,0
195.095,17 53 35.79504,-34 48 30.6612,268.399146,-34.808517,17533579-3448306,14.668,0.037,13.862,0.049,13.766,0.049,BEB,222,111,000,0,0
195.378,17 53 35.77272,-34 46 41.3904,268.399053,-34.778164,17533577-3446413,13.911,0.032,13.174,0.036,12.927,0.021,AAA,222,111,ccc,0,0
195.543,17 53 44.88672,-34 50 36.4704,268.437028,-34.843464,17534488-3450364,9.622,0.026,9.299,0.029,9.245,0.026,AAA,222,111,000,0,0
195.83,17 53 35.25936,-34 48 03.5136,268.396914,-34.800976,17533525-3448035,14.238,0.026,13.595,0.025,13.209,0.027,ABA,222,111,000,0,0
195.878,17 53 55.91784,-34 44 29.7312,268.482991,-34.741592,17535591-3444297,14.871,0.046,14.367,,14.206,0.059,CUD,202,101,c0c,0,0
195.927,17 54 04.50816,-34 49 19.4844,268.518784,-34.822079,17540450-3449194,13.803,0.026,13.044,0.033,12.855,0.032,AAA,222,111,000,0,0
196.158,17 53 37.27224,-34 49 15.4596,268.405301,-34.820961,17533727-3449154,14.521,0.084,13.819,0.09,13.605,0.071,BBB,222,111,ppc,0,0
196.188,17 53 35.28264,-34 47 04.3656,268.397011,-34.784546,17533528-3447043,13.555,0.07,12.797,0.091,12.429,0.064,EEE,222,111,ccc,0,0
196.224,17 53 57.37776,-34 44 36.2004,268.489074,-34.743389,17535737-3444362,13.385,0.023,12.438,0.025,12.177,0.024,AAA,222,111,000,0,0
196.301,17 53 48.45120,-34 50 49.7760,268.45188,-34.84716,17534845-3450497,13.331,0.095,12.385,0.115,12.073,0.078,EEE,222,111,c00,0,0
196.436,17 53 59.08728,-34 50 25.3176,268.496197,-34.840366,17535908-3450253,14.138,0.045,13.396,0.045,13.318,0.047,AAA,222,111,c00,0,0
196.608,17 53 52.37088,-34 44 20.1192,268.468212,-34.738922,17535237-3444201,13.576,0.029,12.686,0.022,12.417,0.021,AAA,222,111,000,0,0
196.706,17 53 51.84672,-34 50 52.4292,268.466028,-34.847897,17535184-3450524,12.371,0.026,11.423,0.025,11.147,0.026,AAA,222,111,000,0,0
196.755,17 54 04.16832,-34 45 44.6868,268.517368,-34.762413,17540416-3445446,12.257,0.061,11.526,0.088,11.462,0.065,AAA,222,211,ccc,0,0
196.814,17 53 37.62960,-34 45 48.2976,268.40679,-34.763416,17533762-3445482,14.69,0.097,13.609,,13.372,,BUU,200,100,c00,0,0
197.108,17 54 05.85552,-34 46 22.8108,268.524398,-34.773003,17540585-3446228,15.137,,14.402,0.055,14.296,,UDU,020,010,000,0,0
197.148,17 54 04.91784,-34 49 13.3860,268.520491,-34.820385,17540491-3449133,14.357,0.047,13.71,0.058,13.566,0.052,ABB,222,111,000,0,0
197.172,17 53 47.00496,-34 50 46.9356,268.445854,-34.846371,17534700-3450469,7.569,0.018,7.582,0.04,7.591,0.033,AAA,111,111,000,0,0
197.186,17 53 58.61808,-34 50 29.4396,268.494242,-34.841511,17535861-3450294,14.597,0.092,13.82,0.105,13.632,0.103,BBB,222,111,ccc,0,0
197.191,17 53 58.11360,-34 44 39.3612,268.49214,-34.744267,17535811-3444393,14.628,0.052,13.823,0.06,13.575,0.058,BBB,222,111,000,0,0
197.532,17 54 07.03536,-34 47 37.4604,268.529314,-34.793739,17540703-3447374,14.9,0.046,14.226,0.039,14.042,0.068,CDC,222,111,000,0,0
197.616,17 54 06.43176,-34 48 30.0708,268.526799,-34.808353,17540643-3448300,14.031,0.022,13.245,0.029,13.138,0.026,AAA,222,111,00c,0,0
197.685,17 54 06.92136,-34 47 11.2596,268.528839,-34.786461,17540692-3447112,13.911,0.029,13.104,0.029,12.901,0.023,AAA,222,111,s0s,0,0
197.755,17 53 36.43200,-34 48 59.1444,268.4018,-34.816429,17533643-3448591,12.346,0.048,11.419,0.059,11.082,0.042,AEE,222,111,0dd,0,0
197.821,17 54 07.04184,-34 47 26.8728,268.529341,-34.790798,17540704-3447268,14.359,0.041,13.575,0.044,13.456,0.044,ABB,222,111,000,0,0
198.059,17 53 50.86272,-34 44 17.9484,268.461928,-34.738319,17535086-3444179,14.238,0.028,13.505,0.022,13.297,0.029,ABA,222,111,000,0,0
